"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"631",5,"IMG_4938.jpg",7.341,1.177,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.601,420,"10_AGLO_1",29,41,8.8392,12.4968,2.659,7,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"632",6,"IMG_4938.jpg",4.848,1.312,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.606,420,"10_AGLO_2",29,41,8.8392,12.4968,5.152,7,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"633",7,"IMG_4938.jpg",7.393,0.894,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.586,420,"10_AGLO_3",29,41,8.8392,12.4968,2.607,7,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"634",8,"IMG_4938.jpg",6.742,1.306,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.643,420,"10_AGLO_4",29,41,8.8392,12.4968,3.258,7,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"635",9,"IMG_4938.jpg",7.861,1.154,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.524,420,"10_AGLO_5",29,41,8.8392,12.4968,2.139,7,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"636",10,"IMG_4938.jpg",5.447,1.25,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.56,420,"10_AGLO_6",29,41,8.8392,12.4968,4.553,7,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"637",11,"IMG_4938.jpg",7.722,0.502,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.528,420,"10_ICRA_1",29,41,8.8392,12.4968,2.278,7,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"638",12,"IMG_4938.jpg",5.93,0.923,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.507,420,"10_ICRA_2",29,41,8.8392,12.4968,4.07,7,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"639",13,"IMG_4938.jpg",8.679,0.908,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.508,420,"10_ICRA_3",29,41,8.8392,12.4968,1.321,7,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"640",14,"IMG_4938.jpg",7.896,0.929,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.501,420,"10_ICRA_4",29,41,8.8392,12.4968,2.104,7,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"641",15,"IMG_4938.jpg",7.335,1.281,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.526,420,"10_ICRA_5",29,41,8.8392,12.4968,2.665,7,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"642",16,"IMG_4938.jpg",8.312,1.103,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.493,420,"10_ICRA_6",29,41,8.8392,12.4968,1.688,7,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"643",17,"IMG_4938.jpg",7.691,1.021,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.612,420,"10_ICRA_7",29,41,8.8392,12.4968,2.309,7,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
"644",18,"IMG_4938.jpg",8.11,0.814,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,37,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",8,"wild",0.56,420,"10_ICRA_8",29,41,8.8392,12.4968,1.89,7,40,10,"icra",8,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.39
"645",19,"IMG_4938.jpg",8.006,0.802,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,39,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",9,"wild",0.547,420,"10_ICRA_9",29,41,8.8392,12.4968,1.994,7,41,10,"icra",9,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.15
"646",20,"IMG_4938.jpg",7.702,0.752,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,24,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",10,"wild",0.566,420,"10_ICRA_10",29,41,8.8392,12.4968,2.298,7,33,10,"icra",10,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.3
"647",1,"IMG_4939.jpg",6.843,1.061,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.477,420,"10_AHYA_1",29,41,8.8392,12.4968,3.157,8.5,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"648",2,"IMG_4939.jpg",5.386,0.851,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,33,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",2,"wild",0.439,420,"10_AHYA_2",29,41,8.8392,12.4968,4.614,8.5,31,10,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.73
"649",3,"IMG_4939.jpg",3.577,0.888,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.312,420,"10_AABR_1",29,41,8.8392,12.4968,6.423,8.5,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"650",4,"IMG_4939.jpg",3.993,1.084,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.252,420,"10_AABR_2",29,41,8.8392,12.4968,6.007,8.5,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
"651",5,"IMG_4939.jpg",7.624,0.916,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.403,420,"10_AGLO_1",29,41,8.8392,12.4968,2.376,8.5,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"652",6,"IMG_4939.jpg",5.943,0.908,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.371,420,"10_AGLO_2",29,41,8.8392,12.4968,4.057,8.5,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"653",7,"IMG_4939.jpg",5.869,0.913,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.293,420,"10_AGLO_3",29,41,8.8392,12.4968,4.131,8.5,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"654",8,"IMG_4939.jpg",6.655,1.334,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.318,420,"10_AGLO_4",29,41,8.8392,12.4968,3.345,8.5,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"655",9,"IMG_4939.jpg",7.08,1.3,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.483,420,"10_AGLO_5",29,41,8.8392,12.4968,2.92,8.5,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"656",10,"IMG_4939.jpg",6.908,1.373,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.349,420,"10_AGLO_6",29,41,8.8392,12.4968,3.092,8.5,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"657",11,"IMG_4939.jpg",7.335,0.767,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.308,420,"10_ICRA_1",29,41,8.8392,12.4968,2.665,8.5,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"658",12,"IMG_4939.jpg",6.902,0.744,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.269,420,"10_ICRA_2",29,41,8.8392,12.4968,3.098,8.5,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"659",13,"IMG_4939.jpg",8.629,1.11,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.264,420,"10_ICRA_3",29,41,8.8392,12.4968,1.371,8.5,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"660",14,"IMG_4939.jpg",7.567,0.992,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.334,420,"10_ICRA_4",29,41,8.8392,12.4968,2.433,8.5,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"661",15,"IMG_4939.jpg",7.815,0.927,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.394,420,"10_ICRA_5",29,41,8.8392,12.4968,2.185,8.5,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"662",16,"IMG_4939.jpg",8.155,1.696,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.403,420,"10_ICRA_6",29,41,8.8392,12.4968,1.845,8.5,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"663",17,"IMG_4939.jpg",8.415,0.553,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.389,420,"10_ICRA_7",29,41,8.8392,12.4968,1.585,8.5,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
"664",18,"IMG_4939.jpg",8.055,1.187,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,37,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",8,"wild",0.349,420,"10_ICRA_8",29,41,8.8392,12.4968,1.945,8.5,40,10,"icra",8,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.39
"665",19,"IMG_4939.jpg",8.717,0.611,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,39,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",9,"wild",0.374,420,"10_ICRA_9",29,41,8.8392,12.4968,1.283,8.5,41,10,"icra",9,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.15
"666",20,"IMG_4939.jpg",8,1.067,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","3-red",37.5,24,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",10,"wild",0.409,420,"10_ICRA_10",29,41,8.8392,12.4968,2,8.5,33,10,"icra",10,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.3
"667",1,"IMG_4942.jpg",5.88,0.977,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.46,420,"10_AHYA_1",29,41,8.8392,12.4968,4.12,9,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"668",2,"IMG_4942.jpg",6.156,0.951,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,33,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",2,"wild",0.36,420,"10_AHYA_2",29,41,8.8392,12.4968,3.844,9,31,10,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.73
"669",3,"IMG_4942.jpg",2.102,0.641,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.248,420,"10_AABR_1",29,41,8.8392,12.4968,7.898,9,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"670",4,"IMG_4942.jpg",2.515,0.9,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.231,420,"10_AABR_2",29,41,8.8392,12.4968,7.485,9,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
"671",5,"IMG_4942.jpg",4.607,1.248,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.342,420,"10_AGLO_1",29,41,8.8392,12.4968,5.393,9,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"672",6,"IMG_4942.jpg",5.669,1.107,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.374,420,"10_AGLO_2",29,41,8.8392,12.4968,4.331,9,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"673",7,"IMG_4942.jpg",7.437,0.957,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.343,420,"10_AGLO_3",29,41,8.8392,12.4968,2.563,9,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"674",8,"IMG_4942.jpg",5.477,1.389,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.348,420,"10_AGLO_4",29,41,8.8392,12.4968,4.523,9,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"675",9,"IMG_4942.jpg",6.785,1.077,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.389,420,"10_AGLO_5",29,41,8.8392,12.4968,3.215,9,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"676",10,"IMG_4942.jpg",5.744,1.582,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.294,420,"10_AGLO_6",29,41,8.8392,12.4968,4.256,9,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"677",11,"IMG_4942.jpg",6.783,0.977,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.294,420,"10_ICRA_1",29,41,8.8392,12.4968,3.217,9,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"678",12,"IMG_4942.jpg",7.533,0.885,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.298,420,"10_ICRA_2",29,41,8.8392,12.4968,2.467,9,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"679",13,"IMG_4942.jpg",8.25,1.367,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.316,420,"10_ICRA_3",29,41,8.8392,12.4968,1.75,9,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"680",14,"IMG_4942.jpg",8.261,0.928,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.273,420,"10_ICRA_4",29,41,8.8392,12.4968,1.739,9,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"681",15,"IMG_4942.jpg",7.772,1.286,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.252,420,"10_ICRA_5",29,41,8.8392,12.4968,2.228,9,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"682",16,"IMG_4942.jpg",8.403,1.038,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.373,420,"10_ICRA_6",29,41,8.8392,12.4968,1.597,9,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"683",17,"IMG_4942.jpg",8.279,1.117,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.394,420,"10_ICRA_7",29,41,8.8392,12.4968,1.721,9,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
"684",18,"IMG_4942.jpg",7.999,1.339,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,37,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",8,"wild",0.379,420,"10_ICRA_8",29,41,8.8392,12.4968,2.001,9,40,10,"icra",8,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.39
"685",19,"IMG_4942.jpg",8.02,0.957,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,39,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",9,"wild",0.287,420,"10_ICRA_9",29,41,8.8392,12.4968,1.98,9,41,10,"icra",9,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.15
"686",20,"IMG_4942.jpg",8.525,1.423,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","4-yellow",38,24,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",10,"wild",0.268,420,"10_ICRA_10",29,41,8.8392,12.4968,1.475,9,33,10,"icra",10,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.3
"687",1,"IMG_4943.jpg",7.459,1.048,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.398,420,"10_AHYA_1",29,41,8.8392,12.4968,2.541,9.5,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"688",3,"IMG_4943.jpg",4.285,1.031,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.263,420,"10_AABR_1",29,41,8.8392,12.4968,5.715,9.5,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"689",4,"IMG_4943.jpg",2.786,0.895,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.143,420,"10_AABR_2",29,41,8.8392,12.4968,7.214,9.5,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
"690",5,"IMG_4943.jpg",7.699,0.978,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.302,420,"10_AGLO_1",29,41,8.8392,12.4968,2.301,9.5,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"691",6,"IMG_4943.jpg",6.109,1.254,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.333,420,"10_AGLO_2",29,41,8.8392,12.4968,3.891,9.5,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"692",7,"IMG_4943.jpg",7.555,0.968,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.351,420,"10_AGLO_3",29,41,8.8392,12.4968,2.445,9.5,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"693",8,"IMG_4943.jpg",6.066,1.034,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.275,420,"10_AGLO_4",29,41,8.8392,12.4968,3.934,9.5,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"694",9,"IMG_4943.jpg",6.963,0.792,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.319,420,"10_AGLO_5",29,41,8.8392,12.4968,3.037,9.5,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"695",10,"IMG_4943.jpg",6.259,1.222,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.178,420,"10_AGLO_6",29,41,8.8392,12.4968,3.741,9.5,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"696",11,"IMG_4943.jpg",7.884,0.671,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.226,420,"10_ICRA_1",29,41,8.8392,12.4968,2.116,9.5,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"697",12,"IMG_4943.jpg",7.596,1.054,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.287,420,"10_ICRA_2",29,41,8.8392,12.4968,2.404,9.5,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"698",13,"IMG_4943.jpg",8.605,0.896,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.243,420,"10_ICRA_3",29,41,8.8392,12.4968,1.395,9.5,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"699",14,"IMG_4943.jpg",9.235,0.526,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.269,420,"10_ICRA_4",29,41,8.8392,12.4968,0.765000000000001,9.5,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"700",15,"IMG_4943.jpg",8.196,0.535,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.181,420,"10_ICRA_5",29,41,8.8392,12.4968,1.804,9.5,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"701",16,"IMG_4943.jpg",8.566,1.326,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.331,420,"10_ICRA_6",29,41,8.8392,12.4968,1.434,9.5,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"702",17,"IMG_4943.jpg",9.138,1.023,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","6-brown",38.5,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.324,420,"10_ICRA_7",29,41,8.8392,12.4968,0.862,9.5,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
